,Un misil en mi placard,Te hacen falta vitaminas,Mi novia tiene biceps,Trátame suavemente,Disco Eterno,Ni un segundo,Afrodisíacos,Dietético,El tiempo es dinero,Por qué no puedo ser del jet set?,Cuando pase el temblor,Nada personal,Juegos de seducción,Imágenes retro,Danza rota,Estoy azulado,Observándonos,Ecos,Si no fuera por,Sin sobresaltos,En camino,Final caja negra,Prófugos,Persiana americana,Signos,El rito,No existes,Día común,En la ciudad de la furia,Lo que sangra,Corazón delator,Sobredosis de TV,En el borde,Picnic en el 4to B,El ritmo de tus ojos,Terapia de amor intensiva,Los languidecientes
Ecos,0.0,0.0,0.0,0.0,0.1839642710851227,0.0,0.0,0.0,0.08184113631333635,0.2456744176905259,0.14912314339582775,0.0,0.0,0.22685872839296278,0.0,0.0921726995683897,0.0,1.0000000000000002,0.24442439220520504,0.0,0.0,0.0,0.0,0.0,0.0,0.15382450128956776,0.0,0.0,0.21723455515765497,0.0,0.0,0.27590674533942,0.0,0.0,0.0,0.0,0.0
Si no fuera por,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1709273438163269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24442439220520504,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sin sobresaltos,0.15511389881425647,0.0,0.18563232630089094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11940777926544914,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.16879661998170967,0.0,0.17786331779638445,0.0,0.0,0.0,0.1645167301320939,0.0,0.31247031047089346,0.0,0.0,0.0,0.0,0.1706328579034666
En camino,0.0,0.0,0.11104630943514371,0.0,0.0,0.0,0.2176534946329881,0.09529884873067268,0.0,0.06085558964069898,0.0,0.0,0.18870899812520675,0.0,0.0,0.14536678318059504,0.044220274267480174,0.0,0.0,0.0,1.0,0.0,0.4147908838092876,0.0,0.0,0.0,0.0,0.0,0.0,0.10315578569346,0.23650855972794815,0.0,0.0827846054416836,0.0,0.05853507207654436,0.2321766935810403,0.0
Final caja negra,0.15966311890428356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14541649680504026,0.0,0.2364914042461198,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.27737210390924755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2143414353105549,0.0
Prófugos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1708962004417319,0.2677771130342183,0.1091302695022942,0.0,0.0,0.0,0.0,0.0,0.0,0.07929872139548047,0.0,0.0,0.0,0.4147908838092876,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.23195192615883337,0.0,0.0,0.0,0.0,0.14845483144329047,0.0,0.0,0.25251133318693975,0.30355557902876656
Persiana americana,0.0,0.1425192025522836,0.0,0.1375908900921758,0.0,0.2118523357554664,0.0,0.0,0.0,0.0,0.1390456022584682,0.0,0.0,0.09923119852413993,0.0,0.0,0.0,0.0,0.0,0.16879661998170967,0.0,0.0,0.0,0.9999999999999998,0.3012522059079601,0.0,0.0,0.2120020813763325,0.0,0.1354490103321573,0.0,0.0,0.0,0.12045984076604027,0.0,0.0,0.0
Signos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12995815531805488,0.0,0.07714423687771799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3012522059079601,1.0000000000000002,0.11094259324612353,0.5084170685300353,0.277648560422798,0.0,0.0,0.0,0.0,0.0,0.15776025008962175,0.0,0.0,0.0
El rito,0.09162248023349286,0.21460899628130842,0.0,0.0,0.0,0.0,0.0,0.0,0.06353277191445528,0.19071554290975,0.11576338114687042,0.18308224797503234,0.0,0.0,0.0,0.22624093530032197,0.0,0.15382450128956776,0.0,0.17786331779638445,0.0,0.0,0.0,0.0,0.11094259324612353,1.0,0.292198997174387,0.29299479440297593,0.0,0.0,0.0,0.21418471334754216,0.0,0.0,0.0,0.0,0.0
No existes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13761544750085541,0.0,0.0,0.0,0.0,0.0,0.27737210390924755,0.0,0.0,0.5084170685300353,0.292198997174387,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15315952930789042
Día común,0.088128632164424,0.0,0.0,0.0,0.0,0.0,0.27601109309708843,0.0,0.14182229048984973,0.0,0.0,0.0,0.0,0.17498896017447468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23195192615883337,0.2120020813763325,0.277648560422798,0.29299479440297593,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.21242454582773448,0.053039442527525675,0.0,0.0
En la ciudad de la furia,0.0,0.0,0.0,0.41797525023503457,0.0,0.0,0.0,0.0,0.0,0.0,0.29049673057257025,0.0,0.0,0.0,0.0,0.0,0.0,0.21723455515765497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lo que sangra,0.10040805145498918,0.0,0.12016318533291936,0.13691481249982723,0.0,0.2175318578879596,0.20295724766218803,0.0,0.19814886191886458,0.0,0.13836237667617432,0.4956484728121578,0.08260041431153312,0.0,0.0,0.09924386140522028,0.07729483003304703,0.0,0.0,0.1645167301320939,0.10315578569346,0.0,0.0,0.1354490103321573,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.15755048285427278,0.2022677223108668,0.0,0.0,0.05458270789722786,0.08519670248436288,0.0
Corazón delator,0.10055370575185002,0.0,0.1203374968947374,0.0,0.0,0.12212776498687243,0.33242355669945906,0.0,0.0,0.0,0.3493347268740836,0.0,0.24379622347608354,0.0,0.12348088989939954,0.0,0.0,0.0,0.0,0.0,0.23650855972794815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15755048285427278,1.0000000000000002,0.0,0.0,0.0,0.16110158966338683,0.13954362894227387,0.0
Sobredosis de TV,0.19070726112004932,0.0,0.22822862938013183,0.0,0.0,0.0,0.0,0.0,0.11395532034465225,0.3420762251054881,0.2076385585778325,0.0,0.1773334776595197,0.0,0.0,0.0,0.1468078019714392,0.27590674533942,0.0,0.31247031047089346,0.0,0.0,0.0,0.0,0.0,0.21418471334754216,0.0,0.0,0.0,0.2022677223108668,0.0,1.0,0.0,0.0,0.0,0.0,0.0
En el borde,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20444287977742048,0.0,0.13055238507506822,0.0,0.0,0.0,0.0,0.3493326181417357,0.0,0.09486494680896651,0.0,0.0,0.0,0.0827846054416836,0.0,0.14845483144329047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.35995105989355064,0.0,0.3020789461657765,0.0
Picnic en el 4to B,0.0,0.0,0.0,0.0,0.2299303388759175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.099428940232968,0.1528964989951734,0.0,0.2823550895483309,0.0,0.0,0.0,0.0,0.0,0.0,0.12045984076604027,0.15776025008962175,0.0,0.0,0.21242454582773448,0.0,0.0,0.0,0.0,0.35995105989355064,1.0000000000000002,0.0,0.0,0.0
El ritmo de tus ojos,0.0,0.0,0.0,0.25321968478930357,0.0,0.0,0.11516675521881496,0.0,0.08410455623244728,0.0,0.0,0.0,0.04687106179042515,0.0,0.36846706963576564,0.07691776676379983,0.0,0.0,0.0,0.0,0.05853507207654436,0.0,0.0,0.0,0.0,0.0,0.0,0.053039442527525675,0.0,0.05458270789722786,0.16110158966338683,0.0,0.0,0.0,1.0000000000000002,0.04834430843680986,0.0
Terapia de amor intensiva,0.0,0.0,0.0,0.0,0.0,0.0,0.17976073665933212,0.3477431056387951,0.0,0.222060518243444,0.0,0.0,0.21317559235725073,0.0,0.13448814324630584,0.12005890405942814,0.16135867023358433,0.0,0.0,0.0,0.2321766935810403,0.2143414353105549,0.25251133318693975,0.0,0.0,0.0,0.0,0.0,0.0,0.08519670248436288,0.13954362894227387,0.0,0.3020789461657765,0.0,0.04834430843680986,1.0000000000000002,0.0
Los languidecientes,0.0,0.0,0.0,0.0,0.0,0.18075460072388644,0.0,0.0,0.2549352162301431,0.0,0.0,0.10518417217733066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1706328579034666,0.0,0.0,0.30355557902876656,0.0,0.0,0.0,0.15315952930789042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
